MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:53:37.734,2015/11/05,09:53:37.698,,36000,,,,,,,,,,0
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:53:39.957,2015/11/05,09:53:39.927,,36000,,,,,,,,,,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:53:40.770,2015/11/05,09:53:40.715,,,,,,,,,,,,
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:53:44.967,2015/11/05,09:53:44.909,,36000,,,,,,,,,,0
MSG,8,111,11111,C023BD,111111,2015/11/05,09:53:47.409,2015/11/05,09:53:47.397,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:48.088,2015/11/05,09:53:48.054,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:48.120,2015/11/05,09:53:48.118,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:48.169,2015/11/05,09:53:48.121,,,,,,,,,,,,0
MSG,3,111,11111,A2FBF1,111111,2015/11/05,09:53:48.626,2015/11/05,09:53:48.579,,36000,,,54.19700,-10.17180,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:48.708,2015/11/05,09:53:48.707,,,,,,,,,,,,0
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:53:48.756,2015/11/05,09:53:48.710,,,,,,,,,,,,0
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:53:49.958,2015/11/05,09:53:49.953,,36000,,,,,,,,,,0
MSG,8,111,11111,C023BD,111111,2015/11/05,09:53:50.578,2015/11/05,09:53:50.544,,,,,,,,,,,,0
MSG,3,111,11111,A2FBF1,111111,2015/11/05,09:53:51.870,2015/11/05,09:53:51.854,,36000,,,54.19788,-10.18295,,,,,,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:53:52.316,2015/11/05,09:53:52.312,,,,,,,,,,,,
MSG,5,111,11111,A2FBF1,111111,2015/11/05,09:53:52.825,2015/11/05,09:53:52.774,,36000,,,,,,,0,,0,0
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:53:52.946,2015/11/05,09:53:52.904,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:53.167,2015/11/05,09:53:53.164,,,,,,,,,,,,
MSG,7,111,11111,71025C,111111,2015/11/05,09:53:53.367,2015/11/05,09:53:53.361,,22025,,,,,,,,,,0
MSG,7,111,11111,C05840,111111,2015/11/05,09:53:53.446,2015/11/05,09:53:53.427,,37975,,,,,,,,,,0
MSG,3,111,11111,A2FBF1,111111,2015/11/05,09:53:53.785,2015/11/05,09:53:53.755,,36000,,,54.19853,-10.18951,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:53.909,2015/11/05,09:53:53.886,,,,,,,,,,,,
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:53:53.921,2015/11/05,09:53:53.887,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:53.934,2015/11/05,09:53:53.887,,,,,,,,,,,,
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:53.959,2015/11/05,09:53:53.950,,,,,,,,,,,,
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:53:54.942,2015/11/05,09:53:54.933,,,,,,,,,,,,0
MSG,3,111,11111,A2FBF1,111111,2015/11/05,09:53:55.836,2015/11/05,09:53:55.788,,36000,,,54.19909,-10.19685,,,,,,0
MSG,8,111,11111,C023BD,111111,2015/11/05,09:53:56.561,2015/11/05,09:53:56.509,,,,,,,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:53:56.813,2015/11/05,09:53:56.770,,22025,,,,,,,0,,0,0
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:53:57.096,2015/11/05,09:53:57.096,,,,,,,,,,,,0
MSG,5,111,11111,C023BD,111111,2015/11/05,09:53:57.555,2015/11/05,09:53:57.554,,39000,,,,,,,0,,0,0
MSG,1,111,11111,A2FBF1,111111,2015/11/05,09:53:57.610,2015/11/05,09:53:57.557,UAL80,,,,,,,,,,,0
MSG,6,111,11111,A2FBF1,111111,2015/11/05,09:53:57.841,2015/11/05,09:53:57.818,,,,,,,,7652,0,0,0,0
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:53:57.862,2015/11/05,09:53:57.819,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:53:58.725,2015/11/05,09:53:58.671,,,,,,,,,,,,
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:53:59.978,2015/11/05,09:53:59.917,,36000,,,,,,,,,,0
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:54:00.968,2015/11/05,09:54:00.963,,36000,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:01.074,2015/11/05,09:54:01.031,,,,,,,,,,,,
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:02.031,2015/11/05,09:54:02.012,,22025,,,,,,,0,,0,0
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:54:02.968,2015/11/05,09:54:02.930,,36000,,,,,,,,,,0
MSG,6,111,11111,C05840,111111,2015/11/05,09:54:03.491,2015/11/05,09:54:03.454,,,,,,,,6227,0,0,0,0
MSG,7,111,11111,A2FBF1,111111,2015/11/05,09:54:03.959,2015/11/05,09:54:03.914,,36000,,,,,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:04.364,2015/11/05,09:54:04.307,,22025,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:04.873,2015/11/05,09:54:04.832,,22025,,,,,,,0,,0,0
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:54:04.996,2015/11/05,09:54:04.963,,,,,,,,,,,,0
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:05.068,2015/11/05,09:54:05.028,,,320,327,,,-64,,,,,0
MSG,7,111,11111,71025C,111111,2015/11/05,09:54:05.289,2015/11/05,09:54:05.288,,22025,,,,,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:05.507,2015/11/05,09:54:05.486,,22025,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:05.540,2015/11/05,09:54:05.488,,22025,,,,,,,0,,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:05.608,2015/11/05,09:54:05.554,,,,,,,,,,,,
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:05.728,2015/11/05,09:54:05.684,,22025,,,,,,,0,,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:05.736,2015/11/05,09:54:05.685,,,,,,,,,,,,
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:05.759,2015/11/05,09:54:05.748,,,,,,,,,,,,
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:05.762,2015/11/05,09:54:05.748,,22025,,,,,,,0,,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:05.782,2015/11/05,09:54:05.750,,,,,,,,,,,,
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:54:05.800,2015/11/05,09:54:05.751,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:05.810,2015/11/05,09:54:05.752,,,,,,,,,,,,
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:05.820,2015/11/05,09:54:05.813,,,,,,,,3701,0,0,0,0
MSG,8,111,11111,A2FBF1,111111,2015/11/05,09:54:05.842,2015/11/05,09:54:05.814,,,,,,,,,,,,0
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:05.918,2015/11/05,09:54:05.880,,,320,327,,,0,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:05.959,2015/11/05,09:54:05.945,,22025,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:06.113,2015/11/05,09:54:06.077,,22025,,,,,,,0,,0,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:06.489,2015/11/05,09:54:06.469,,37975,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:06.752,2015/11/05,09:54:06.731,,22025,,,,,,,0,,0,0
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:08.118,2015/11/05,09:54:08.107,,,320,327,,,0,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:08.495,2015/11/05,09:54:08.438,,22025,,,,,,,0,,0,0
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:08.549,2015/11/05,09:54:08.503,,,320,327,,,0,,,,,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:08.632,2015/11/05,09:54:08.631,,38000,,,,,,,0,,0,0
MSG,6,111,11111,C05840,111111,2015/11/05,09:54:08.660,2015/11/05,09:54:08.632,,,,,,,,6227,0,0,0,0
MSG,7,111,11111,C05840,111111,2015/11/05,09:54:08.689,2015/11/05,09:54:08.634,,37975,,,,,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:08.744,2015/11/05,09:54:08.699,,22025,,,,,,,0,,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:10.466,2015/11/05,09:54:10.466,,,,,,,,,,,,
MSG,3,111,11111,A2FBF1,111111,2015/11/05,09:54:10.521,2015/11/05,09:54:10.469,,36000,,,54.20333,-10.24782,,,,,,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:10.770,2015/11/05,09:54:10.730,,,,,,,,,,,,
MSG,7,111,11111,71025C,111111,2015/11/05,09:54:11.139,2015/11/05,09:54:11.122,,22025,,,,,,,,,,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:11.171,2015/11/05,09:54:11.125,,,,,,,,,,,,
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:11.177,2015/11/05,09:54:11.125,,,,,,,,,,,,
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:11.202,2015/11/05,09:54:11.188,,,,,,,,,,,,
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:11.659,2015/11/05,09:54:11.646,,,321,327,,,-64,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:11.704,2015/11/05,09:54:11.648,,22025,,,,,,,0,,0,0
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:12.698,2015/11/05,09:54:12.694,,,321,327,,,-64,,,,,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:12.846,2015/11/05,09:54:12.826,,,,,,,,3701,0,0,0,0
MSG,3,111,11111,71025C,111111,2015/11/05,09:54:13.199,2015/11/05,09:54:13.155,,22025,,,53.31283,-6.31383,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:13.367,2015/11/05,09:54:13.350,,22025,,,,,,,0,,0,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:13.493,2015/11/05,09:54:13.481,,,,,,,,3701,0,0,0,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:13.731,2015/11/05,09:54:13.680,RSF910,,,,,,,3701,0,0,0,0
MSG,8,111,11111,C023BD,111111,2015/11/05,09:54:15.886,2015/11/05,09:54:15.842,,,,,,,,,,,,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:18.335,2015/11/05,09:54:18.330,,38000,,,,,,,0,,0,0
MSG,7,111,11111,C05840,111111,2015/11/05,09:54:18.496,2015/11/05,09:54:18.463,,38000,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:18.533,2015/11/05,09:54:18.527,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:18.552,2015/11/05,09:54:18.529,,,,,,,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:19.373,2015/11/05,09:54:19.316,,22025,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:19.721,2015/11/05,09:54:19.707,,22025,,,,,,,0,,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:20.689,2015/11/05,09:54:20.689,,,,,,,,,,,,
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:20.816,2015/11/05,09:54:20.757,,,,,,,,3701,0,0,0,0
MSG,4,111,11111,71025C,111111,2015/11/05,09:54:23.621,2015/11/05,09:54:23.576,,,322,327,,,-64,,,,,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:24.783,2015/11/05,09:54:24.754,,,,,,,,3701,0,0,0,0
MSG,3,111,11111,71025C,111111,2015/11/05,09:54:27.331,2015/11/05,09:54:27.310,,22000,,,53.33153,-6.33378,,,,,,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:28.221,2015/11/05,09:54:28.164,,,,,,,,3701,0,0,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:28.741,2015/11/05,09:54:28.688,,22000,,,,,,,0,,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:28.761,2015/11/05,09:54:28.751,,,,,,,,,,,,
MSG,7,111,11111,C05840,111111,2015/11/05,09:54:31.688,2015/11/05,09:54:31.637,,38000,,,,,,,,,,0
MSG,4,111,11111,C05840,111111,2015/11/05,09:54:31.688,2015/11/05,09:54:31.637,,,465,304,,,0,,,,,0
MSG,7,111,11111,C05840,111111,2015/11/05,09:54:32.008,2015/11/05,09:54:31.964,,38000,,,,,,,,,,0
MSG,7,111,11111,C05840,111111,2015/11/05,09:54:32.657,2015/11/05,09:54:32.619,,38000,,,,,,,,,,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:32.729,2015/11/05,09:54:32.685,,,,,,,,,,,,
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:33.011,2015/11/05,09:54:33.010,,22000,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:33.043,2015/11/05,09:54:33.012,,22000,,,,,,,0,,0,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:33.422,2015/11/05,09:54:33.405,,38000,,,,,,,0,,0,0
MSG,6,111,11111,C05840,111111,2015/11/05,09:54:33.428,2015/11/05,09:54:33.405,,,,,,,,6227,0,0,0,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:33.723,2015/11/05,09:54:33.668,,,,,,,,,,,,0
MSG,6,111,11111,C05840,111111,2015/11/05,09:54:33.892,2015/11/05,09:54:33.864,,,,,,,,6227,0,0,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:33.993,2015/11/05,09:54:33.993,,,,,,,,,,,,
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:34.014,2015/11/05,09:54:33.995,,,,,,,,3701,0,0,0,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:34.410,2015/11/05,09:54:34.388,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:34.418,2015/11/05,09:54:34.389,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:34.490,2015/11/05,09:54:34.454,,,,,,,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:40.262,2015/11/05,09:54:40.222,,22025,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:40.266,2015/11/05,09:54:40.222,,22025,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:40.282,2015/11/05,09:54:40.223,,22025,,,,,,,0,,0,0
MSG,3,111,11111,71025C,111111,2015/11/05,09:54:40.473,2015/11/05,09:54:40.419,,22025,,,53.34803,-6.35179,,,,,,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:40.652,2015/11/05,09:54:40.616,,22025,,,,,,,0,,0,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:40.660,2015/11/05,09:54:40.617,,,,,,,,3701,0,0,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:40.741,2015/11/05,09:54:40.682,,22025,,,,,,,0,,0,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:40.748,2015/11/05,09:54:40.745,,,,,,,,3701,0,0,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:40.870,2015/11/05,09:54:40.813,,22025,,,,,,,0,,0,0
MSG,6,111,11111,71025C,111111,2015/11/05,09:54:40.928,2015/11/05,09:54:40.879,,,,,,,,3701,0,0,0,0
MSG,8,111,11111,71025C,111111,2015/11/05,09:54:42.413,2015/11/05,09:54:42.384,,,,,,,,,,,,
MSG,8,111,11111,C023BD,111111,2015/11/05,09:54:42.601,2015/11/05,09:54:42.581,,,,,,,,,,,,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:44.715,2015/11/05,09:54:44.678,,38000,,,,,,,0,,0,0
MSG,6,111,11111,C05840,111111,2015/11/05,09:54:44.722,2015/11/05,09:54:44.679,,,,,,,,6227,0,0,0,0
MSG,6,111,11111,C05840,111111,2015/11/05,09:54:44.723,2015/11/05,09:54:44.679,,,,,,,,6227,0,0,0,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:44.730,2015/11/05,09:54:44.679,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:44.740,2015/11/05,09:54:44.680,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:44.756,2015/11/05,09:54:44.742,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:44.765,2015/11/05,09:54:44.743,,,,,,,,,,,,0
MSG,8,111,11111,C05840,111111,2015/11/05,09:54:44.778,2015/11/05,09:54:44.744,,,,,,,,,,,,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:44.812,2015/11/05,09:54:44.807,,38000,,,,,,,0,,0,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:44.845,2015/11/05,09:54:44.809,,38000,,,,,,,0,,0,0
MSG,5,111,11111,71025C,111111,2015/11/05,09:54:44.889,2015/11/05,09:54:44.874,,22025,,,,,,,0,,0,0
MSG,7,111,11111,C05840,111111,2015/11/05,09:54:45.028,2015/11/05,09:54:45.005,,37975,,,,,,,,,,0
MSG,4,111,11111,C05840,111111,2015/11/05,09:54:45.029,2015/11/05,09:54:45.005,,,466,304,,,0,,,,,0
MSG,8,111,11111,C023BD,111111,2015/11/05,09:54:45.209,2015/11/05,09:54:45.201,,,,,,,,,,,,0
MSG,5,111,11111,C05840,111111,2015/11/05,09:54:45.347,2015/11/05,09:54:45.333,,38000,,,,,,,0,,0,0
